ID_Post,User_Name,Comments,Sentiments,Date_Comment
POST_M_019,User_5221,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-08 02:47:03
POST_M_019,User_7292,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-09 20:47:03
POST_M_019,User_2463,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-08 00:47:03
POST_M_019,User_6400,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-08 04:47:03
POST_M_019,User_1533,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-09-09 21:47:03
POST_M_019,User_2306,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-08 00:47:03
POST_M_019,User_1156,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-09-08 20:47:03
POST_M_019,User_3209,شكرا على التحسينات في الشبكة,Positif,2025-09-09 07:47:03
POST_M_019,User_8240,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-09 09:47:03
POST_M_019,User_4210,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-09-07 22:47:03
POST_M_019,User_2100,كيف أشترك في العرض الجديد؟,Neutre,2025-09-09 01:47:03
POST_M_019,User_6108,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-09 21:47:03
POST_M_019,User_6495,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-09-08 09:47:03
POST_M_019,User_9275,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-09-08 20:47:03
POST_M_019,User_4713,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-08 13:47:03
POST_M_019,User_4358,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-09 05:47:03
POST_M_019,User_9172,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-09-08 04:47:03
POST_O_020,User_8189,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-23 02:47:03
POST_O_020,User_7119,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-23 13:47:03
POST_O_020,User_7062,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-23 15:47:03
POST_O_020,User_5284,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-23 11:47:03
POST_O_020,User_9122,كيف أشترك في العرض الجديد؟,Neutre,2025-11-23 09:47:03
POST_O_020,User_3598,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-23 01:47:03
POST_O_020,User_6986,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-23 18:47:03
POST_O_020,User_1617,شكرا على التحسينات في الشبكة,Positif,2025-11-23 04:47:03
POST_O_020,User_7208,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-23 17:47:03
POST_O_020,User_4003,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-22 17:47:03
POST_O_020,User_6401,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-23 04:47:03
POST_O_020,User_5194,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-22 11:47:03
POST_O_020,User_1468,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-23 14:47:03
POST_O_020,User_6144,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-21 23:47:03
POST_O_020,User_7414,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-22 17:47:03
POST_O_021,User_3007,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-29 09:47:03
POST_O_021,User_3575,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-09-29 21:47:03
POST_O_021,User_4394,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-29 03:47:03
POST_O_021,User_9957,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-28 07:47:03
POST_O_021,User_1380,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-29 19:47:03
POST_O_021,User_2049,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-28 13:47:03
POST_O_021,User_2512,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-28 08:47:03
POST_O_021,User_8147,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-09-29 18:47:03
POST_O_021,User_1892,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-29 10:47:03
POST_O_021,User_5464,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-28 18:47:03
POST_O_021,User_7881,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-09-29 09:47:03
POST_D_022,User_8126,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-27 07:47:03
POST_D_022,User_4905,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-27 09:47:03
POST_D_022,User_3992,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-27 12:47:03
POST_D_022,User_7414,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-27 18:47:03
POST_D_022,User_4113,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-26 16:47:03
POST_D_022,User_6305,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-25 23:47:03
POST_D_022,User_9265,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-26 17:47:03
POST_D_022,User_4466,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-27 01:47:03
POST_D_022,User_5995,شكرا على التحسينات في الشبكة,Positif,2025-10-27 19:47:03
POST_D_022,User_3776,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-26 20:47:03
POST_D_022,User_1924,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-26 23:47:03
POST_D_022,User_3916,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-26 17:47:03
POST_D_022,User_5600,شكرا على التحسينات في الشبكة,Positif,2025-10-27 11:47:03
POST_D_022,User_2703,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-26 04:47:03
POST_D_022,User_9625,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-27 06:47:03
POST_D_022,User_1920,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-26 04:47:03
POST_D_022,User_2465,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-26 15:47:03
POST_D_022,User_3559,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-27 21:47:03
POST_D_023,User_5030,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-17 05:47:03
POST_D_023,User_3265,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-17 14:47:03
POST_D_023,User_9397,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-17 06:47:03
POST_D_023,User_6827,"Service client très professionnel, problème résolu en 10min",Négatif,2025-10-16 15:47:03
POST_D_023,User_4469,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-17 13:47:03
POST_D_023,User_4628,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-10-16 22:47:03
POST_D_023,User_8772,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-17 14:47:03
POST_D_023,User_6702,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-16 11:47:03
POST_D_023,User_7830,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-17 20:47:03
POST_D_023,User_9876,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-10-16 16:47:03
POST_D_023,User_4485,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-17 00:47:03
POST_D_023,User_9820,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-17 05:47:03
POST_D_023,User_3815,كيف أشترك في العرض الجديد؟,Neutre,2025-10-16 12:47:03
POST_M_024,User_8596,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-08 11:47:03
POST_M_024,User_6443,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-08 00:47:03
POST_M_024,User_2888,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-09 03:47:03
POST_M_024,User_6730,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-09 18:47:03
POST_M_024,User_5909,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-09-09 10:47:03
POST_M_024,User_9778,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-09-08 07:47:03
POST_M_024,User_8730,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-08 19:47:03
POST_M_025,User_9330,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-23 13:47:03
POST_M_025,User_9914,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-24 20:47:03
POST_M_025,User_8880,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-23 00:47:03
POST_M_025,User_1735,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-24 12:47:03
POST_M_025,User_2449,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-23 18:47:03
POST_M_025,User_7170,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-24 14:47:03
POST_M_026,User_7650,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-12 11:47:03
POST_M_026,User_6361,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-13 20:47:03
POST_M_026,User_3178,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-12 08:47:03
POST_M_026,User_4528,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-13 10:47:03
POST_M_026,User_5946,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-13 09:47:03
POST_M_026,User_9215,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-12 12:47:03
POST_M_026,User_4020,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-13 01:47:03
POST_M_026,User_2828,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-13 12:47:03
POST_M_026,User_6602,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-13 07:47:03
POST_M_026,User_6047,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-12 11:47:03
POST_O_027,User_5018,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-13 08:47:03
POST_O_027,User_6043,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-13 00:47:03
POST_O_027,User_4602,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-14 01:47:03
POST_O_027,User_3802,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-14 01:47:03
POST_O_027,User_8698,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-13 19:47:03
POST_O_027,User_5345,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-13 23:47:03
POST_O_027,User_2076,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-13 06:47:03
POST_O_027,User_9629,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-14 12:47:03
POST_O_027,User_5507,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-13 14:47:03
POST_O_027,User_6097,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-14 05:47:03
POST_O_027,User_8070,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-14 08:47:03
POST_O_027,User_9876,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-14 14:47:03
POST_O_027,User_5224,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-14 17:47:03
POST_O_027,User_6391,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-14 16:47:03
POST_O_027,User_1701,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-13 22:47:03
POST_O_027,User_7987,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-14 08:47:03
POST_O_027,User_7226,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-14 17:47:03
POST_O_027,User_5434,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-13 14:47:03
POST_O_027,User_3942,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-13 01:47:03
POST_O_027,User_9845,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-14 20:47:03
POST_O_027,User_4693,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-13 18:47:03
POST_O_027,User_1992,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-14 15:47:03
POST_O_027,User_3065,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-13 06:47:03
POST_O_028,User_2411,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-11-14 04:47:03
POST_O_028,User_3680,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-15 09:47:03
POST_O_028,User_4829,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-15 16:47:03
POST_O_028,User_5828,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-14 22:47:03
POST_O_028,User_9356,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-14 13:47:03
POST_O_028,User_3856,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-14 22:47:03
POST_O_028,User_2612,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-15 00:47:03
POST_O_028,User_1234,شكرا على التحسينات في الشبكة,Positif,2025-11-14 01:47:03
POST_O_028,User_2356,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-14 02:47:03
POST_O_028,User_7789,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-15 02:47:03
POST_O_028,User_9138,شكرا على التحسينات في الشبكة,Positif,2025-11-15 09:47:03
POST_D_029,User_6832,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-09-21 22:47:03
POST_D_029,User_5665,كيف أشترك في العرض الجديد؟,Neutre,2025-09-23 09:47:03
POST_D_029,User_1155,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-23 16:47:03
POST_D_029,User_3384,كيف أشترك في العرض الجديد؟,Neutre,2025-09-22 13:47:03
POST_D_029,User_5496,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-23 14:47:03
POST_D_029,User_5979,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-09-22 16:47:03
POST_D_029,User_9993,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-23 01:47:03
POST_D_029,User_6834,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-21 23:47:03
POST_D_029,User_2409,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-09-22 09:47:03
POST_D_029,User_9770,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-22 22:47:03
POST_D_029,User_7960,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-23 18:47:03
POST_D_029,User_5992,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-22 15:47:03
POST_D_029,User_9638,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-22 21:47:03
POST_D_029,User_9976,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-09-23 12:47:03
POST_D_029,User_3925,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-22 06:47:03
POST_D_029,User_6825,Comment souscrire à l'offre Ramadan?,Neutre,2025-09-22 23:47:03
POST_D_029,User_4212,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-22 07:47:03
POST_D_029,User_2129,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-22 03:47:03
POST_D_029,User_4783,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-22 20:47:03
POST_D_029,User_8805,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-09-22 21:47:03
POST_D_029,User_4156,كيف أشترك في العرض الجديد؟,Neutre,2025-09-23 21:47:03
POST_D_029,User_5540,"Service client très professionnel, problème résolu en 10min",Négatif,2025-09-22 04:47:03
POST_D_030,User_2162,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-21 08:47:03
POST_D_030,User_5187,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-22 11:47:03
POST_D_030,User_6251,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-22 07:47:03
POST_D_030,User_6707,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-21 09:47:03
POST_D_030,User_5537,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-11-22 11:47:03
POST_D_030,User_5617,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-21 22:47:03
POST_D_030,User_6052,كيف أشترك في العرض الجديد؟,Neutre,2025-11-21 02:47:03
POST_D_030,User_1008,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-20 22:47:03
POST_D_030,User_7699,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-22 21:47:03
POST_D_030,User_6696,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-22 09:47:03
POST_D_030,User_8136,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-22 01:47:03
POST_D_030,User_8485,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-22 02:47:03
POST_D_030,User_6773,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-22 05:47:03
POST_D_030,User_9812,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-21 04:47:03
POST_D_030,User_8194,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-21 20:47:03
POST_D_030,User_4637,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-11-21 07:47:03
POST_D_030,User_6346,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-11-22 10:47:03
POST_D_030,User_1928,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-21 11:47:03
POST_D_030,User_2673,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-22 03:47:03
POST_O_031,User_2125,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-29 15:47:03
POST_O_031,User_7373,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-30 01:47:03
POST_O_031,User_3281,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-29 11:47:03
POST_O_031,User_8676,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-30 01:47:03
POST_O_031,User_3676,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-30 12:47:03
POST_O_031,User_1814,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-29 15:47:03
POST_O_031,User_8006,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-30 18:47:03
POST_O_031,User_5210,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-30 05:47:03
POST_O_031,User_3825,كيف أشترك في العرض الجديد؟,Neutre,2025-10-30 14:47:03
POST_O_031,User_7895,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-29 17:47:03
POST_O_031,User_9611,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-29 04:47:03
POST_O_031,User_5134,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-30 04:47:03
POST_O_031,User_5387,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-30 21:47:03
POST_O_031,User_5893,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-29 06:47:03
POST_O_031,User_3982,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-30 02:47:03
POST_O_031,User_2581,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-10-30 03:47:03
POST_O_031,User_6626,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-29 02:47:03
POST_O_031,User_4173,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-10-29 15:47:03
POST_O_031,User_1008,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-29 21:47:03
POST_O_031,User_7764,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-30 15:47:03
POST_O_031,User_3937,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-30 06:47:03
POST_O_031,User_4799,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-30 14:47:03
POST_M_032,User_9951,كيف أشترك في العرض الجديد؟,Neutre,2025-11-14 09:47:03
POST_M_032,User_6573,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-11-14 07:47:03
POST_M_032,User_3478,كيف أشترك في العرض الجديد؟,Neutre,2025-11-13 16:47:03
POST_M_032,User_4313,كيف أشترك في العرض الجديد؟,Neutre,2025-11-14 03:47:03
POST_M_032,User_9152,ما هي أوقات خدمة العملاء؟,Neutre,2025-11-13 08:47:03
POST_M_032,User_8602,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-13 15:47:03
POST_M_032,User_5452,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-13 06:47:03
POST_M_032,User_8264,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-11-14 00:47:03
POST_M_032,User_7098,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-13 16:47:03
POST_M_032,User_5325,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-11-13 17:47:03
POST_M_032,User_8991,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-14 07:47:03
POST_D_033,User_7207,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-20 05:47:03
POST_D_033,User_1671,Comment souscrire à l'offre Ramadan?,Neutre,2025-11-19 20:47:03
POST_D_033,User_4944,شكرا على التحسينات في الشبكة,Positif,2025-11-19 09:47:03
POST_D_033,User_1387,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-20 14:47:03
POST_D_033,User_4583,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-11-19 15:47:03
POST_D_033,User_2064,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-19 16:47:03
POST_D_033,User_1142,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-19 23:47:03
POST_D_033,User_7839,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-20 09:47:03
POST_D_033,User_1122,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-11-19 23:47:03
POST_D_033,User_2976,كيف أشترك في العرض الجديد؟,Neutre,2025-11-20 02:47:03
POST_D_033,User_5953,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-11-20 10:47:03
POST_O_034,User_7990,Comment souscrire à l'offre Ramadan?,Neutre,2025-10-05 09:47:03
POST_O_034,User_5910,كيف أشترك في العرض الجديد؟,Neutre,2025-10-05 22:47:03
POST_O_034,User_6367,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-10-05 21:47:03
POST_O_034,User_6700,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-05 06:47:03
POST_O_034,User_5008,ما هي أوقات خدمة العملاء؟,Neutre,2025-10-05 13:47:03
POST_O_034,User_9205,شكرا على التحسينات في الشبكة,Positif,2025-10-05 01:47:03
POST_O_034,User_4899,"Service client injoignable, j'attends depuis 30 minutes 😠",Neutre,2025-10-06 17:47:03
POST_O_034,User_1580,"Je suis satisfait de la qualité du service, bon travail!",Positif,2025-10-05 08:47:03
POST_O_034,User_6416,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-05 23:47:03
POST_O_034,User_7508,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-10-05 18:47:03
POST_O_034,User_4211,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-10-06 02:47:03
POST_O_034,User_3634,"Service client très professionnel, problème résolu en 10min",Négatif,2025-10-05 18:47:03
POST_O_034,User_4715,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-06 21:47:03
POST_O_034,User_6453,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-06 01:47:03
POST_O_034,User_3505,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-06 18:47:03
POST_O_034,User_3240,Quelles sont les zones couvertes par la 4G+ dans la wilaya de Blida?,Neutre,2025-10-04 23:47:03
POST_O_035,User_2924,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-10-01 17:47:03
POST_O_035,User_2663,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-30 03:47:03
POST_O_035,User_3572,"Les nouvelles offres sont intéressantes, bon rapport qualité-prix",Positif,2025-10-01 19:47:03
POST_O_035,User_2923,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-01 18:47:03
POST_O_035,User_9872,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-10-01 21:47:03
POST_O_035,User_1919,خدمة العملاء سيئة، لا يردون على الهاتف,Négatif,2025-09-30 20:47:03
POST_O_035,User_8633,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-09-30 11:47:03
POST_O_035,User_2708,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-30 20:47:03
POST_O_035,User_7736,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-10-01 12:47:03
POST_O_035,User_9853,"Réseau très lent depuis 3 jours, inacceptable pour le prix payé!",Négatif,2025-09-30 15:47:03
POST_O_035,User_8016,"Facturation excessive, on me facture des services non souscrits",Neutre,2025-09-30 08:47:03
POST_O_035,User_6227,ما هي أوقات خدمة العملاء؟,Neutre,2025-09-30 11:47:03
POST_O_035,User_9057,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-10-01 09:47:03
POST_O_035,User_5008,Est-ce que les anciens clients peuvent bénéficier des nouvelles promotions?,Neutre,2025-09-30 07:47:03
POST_O_035,User_2811,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-09-30 00:47:03
POST_O_035,User_8531,كيف أشترك في العرض الجديد؟,Neutre,2025-09-30 10:47:03
POST_D_036,User_6116,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-24 10:47:03
POST_D_036,User_1947,الإنترنت بطيء جدا، لا استطيع العمل,Négatif,2025-11-24 20:47:03
POST_D_036,User_9686,ممتاز! الخدمة جيدة والشبكة مستقرة,Positif,2025-11-24 06:47:03
POST_D_036,User_9979,"Service client très professionnel, problème résolu en 10min",Négatif,2025-11-24 06:47:03
POST_D_036,User_7044,"Pas de signal dans mon immeuble, quand est-ce que ça va être réparé?",Neutre,2025-11-23 09:47:03
POST_D_036,User_8676,Excellent service! Réseau stable et débit correct 👍,Neutre,2025-11-22 22:47:03
POST_D_036,User_2647,شكرا على التحسينات في الشبكة,Positif,2025-11-23 13:47:03
